schemaVersion,recordType,title,authors,paper_url,github_url,github_stars,published_date,source_name,arxiv_id
1.0,RESEARCH_PAPER,Joint Unsupervised Learning of Optical Flow and Depth by Watching Stereo Videos,,http://arxiv.org/abs/1810.03654v1,https://github.com/baidu-research/UnDepthflow,,,Papers With Code / arXiv,1810.03654
1.0,RESEARCH_PAPER,Rgtsvm: Support Vector Machines on a GPU in R,,http://arxiv.org/abs/1706.05544v1,https://github.com/Danko-Lab/Rgtsvm,,,Papers With Code / arXiv,1706.05544
1.0,RESEARCH_PAPER,ToyADMOS: A Dataset of Miniature-Machine Operating Sounds for Anomalous Sound Detection,,https://arxiv.org/abs/1908.03299v1,https://github.com/YumaKoizumi/ToyADMOS-dataset,,,Papers With Code / arXiv,1908.03299
1.0,RESEARCH_PAPER,Tha3aroon at NSURL-2019 Task 8: Semantic Question Similarity in Arabic,,https://arxiv.org/abs/1912.12514v1,https://github.com/AliOsm/semantic-question-similarity,,,Papers With Code / arXiv,1912.12514
1.0,RESEARCH_PAPER,GLAS: Global-to-Local Safe Autonomy Synthesis for Multi-Robot Motion Planning with End-to-End Learning,,https://arxiv.org/abs/2002.11807v3,https://github.com/bpriviere/glas,,,Papers With Code / arXiv,2002.11807
1.0,RESEARCH_PAPER,Constructing Metropolis-Hastings proposals using damped BFGS updates,,http://arxiv.org/abs/1801.01243v2,https://github.com/compops/qnmh-sysid2018,,,Papers With Code / arXiv,1801.01243
1.0,RESEARCH_PAPER,A Simple Dynamization of Trapezoidal Point Location in Planar Subdivisions,,https://arxiv.org/abs/1912.03389v1,https://github.com/milutinB/dynamic_trapezoidal_map_impl,,,Papers With Code / arXiv,1912.03389
1.0,RESEARCH_PAPER,Speeding up VP9 Intra Encoder with Hierarchical Deep Learning Based Partition Prediction,,https://arxiv.org/abs/1906.06476v2,https://github.com/Somdyuti2/H-FCN,,,Papers With Code / arXiv,1906.06476
1.0,RESEARCH_PAPER,Streaming Word Embeddings with the Space-Saving Algorithm,,http://arxiv.org/abs/1704.07463v1,https://github.com/cjmay/athena,,,Papers With Code / arXiv,1704.07463
1.0,RESEARCH_PAPER,MECT: Multi-Metadata Embedding based Cross-Transformer for Chinese Named Entity Recognition,,https://arxiv.org/abs/2107.05418v1,https://github.com/CoderMusou/MECT4CNER,,,Papers With Code / arXiv,2107.05418
1.0,RESEARCH_PAPER,A multimodal deep learning framework for scalable content based visual media retrieval,,https://arxiv.org/abs/2105.08665v1,https://github.com/ambareeshravi/media_retrieval,,,Papers With Code / arXiv,2105.08665
1.0,RESEARCH_PAPER,CullNet: Calibrated and Pose Aware Confidence Scores for Object Pose Estimation,,https://arxiv.org/abs/1909.13476v1,https://github.com/kartikgupta-at-anu/CullNet,,,Papers With Code / arXiv,1909.13476
1.0,RESEARCH_PAPER,Flashlight CNN Image Denoising,,https://arxiv.org/abs/2003.00762v2,https://github.com/binhpht/flashlightCNN,,,Papers With Code / arXiv,2003.00762
1.0,RESEARCH_PAPER,Probably Approximately Correct Vision-Based Planning using Motion Primitives,,https://arxiv.org/abs/2002.12852v2,https://github.com/irom-lab/PAC-Vision-Planning,,,Papers With Code / arXiv,2002.12852
1.0,RESEARCH_PAPER,Practical calibration of the temperature parameter in Gibbs posteriors,,https://arxiv.org/abs/2004.10522v1,https://github.com/lucieperrotta/temperature_calibration,,,Papers With Code / arXiv,2004.10522
1.0,RESEARCH_PAPER,A Simple Exponential Family Framework for Zero-Shot Learning,,http://arxiv.org/abs/1707.08040v3,https://github.com/vkverma01/Zero-Shot,,,Papers With Code / arXiv,1707.08040
1.0,RESEARCH_PAPER,"Democratizing Contrastive Language-Image Pre-training: A CLIP Benchmark of Data, Model, and Supervision",,https://arxiv.org/abs/2203.05796v1,https://github.com/sense-gvt/declip,,,Papers With Code / arXiv,2203.05796
1.0,RESEARCH_PAPER,Simulating Content Consistent Vehicle Datasets with Attribute Descent,,https://arxiv.org/abs/1912.08855v2,https://github.com/yorkeyao/VehicleX,,,Papers With Code / arXiv,1912.08855
1.0,RESEARCH_PAPER,FaultNet: A Deep Convolutional Neural Network for bearing fault classification,,https://arxiv.org/abs/2010.02146v2,https://github.com/BaratiLab/FaultNet,,,Papers With Code / arXiv,2010.02146
1.0,RESEARCH_PAPER,"A Low-Cost, Flexible and Portable Volumetric Capturing System",,https://arxiv.org/abs/1909.01207v1,https://github.com/VCL3D/VolumetricCapture,,,Papers With Code / arXiv,1909.01207
1.0,RESEARCH_PAPER,Inverse Kinematics for Serial Kinematic Chains via Sum of Squares Optimization,,https://arxiv.org/abs/1909.09318v2,https://github.com/utiasSTARS/sos-ik,,,Papers With Code / arXiv,1909.09318
1.0,RESEARCH_PAPER,"Simple, Scalable, and Stable Variational Deep Clustering",,https://arxiv.org/abs/2005.08047v2,https://github.com/king/s3vdc,,,Papers With Code / arXiv,2005.08047
1.0,RESEARCH_PAPER,A Distance-preserving Matrix Sketch,,https://arxiv.org/abs/2009.03979v3,https://github.com/hrluo/DistancePreservingMatrixSketch,,,Papers With Code / arXiv,2009.03979
1.0,RESEARCH_PAPER,JOBSKAPE: A Framework for Generating Synthetic Job Postings to Enhance Skill Matching,,https://arxiv.org/abs/2402.03242v1,https://github.com/magantoine/jobskape,,,Papers With Code / arXiv,2402.03242
1.0,RESEARCH_PAPER,What Are People Asking About COVID-19? A Question Classification Dataset,,https://arxiv.org/abs/2005.12522v3,https://github.com/JerryWei03/COVID-Q,,,Papers With Code / arXiv,2005.12522
1.0,RESEARCH_PAPER,Conversational Neuro-Symbolic Commonsense Reasoning,,https://arxiv.org/abs/2006.10022v3,https://github.com/ForoughA/CORGI,,,Papers With Code / arXiv,2006.10022
1.0,RESEARCH_PAPER,Quota-based debiasing can decrease representation of already underrepresented groups,,https://arxiv.org/abs/2006.07647v1,https://github.com/ibsmirnov/debiasing,,,Papers With Code / arXiv,2006.07647
1.0,RESEARCH_PAPER,Intra-Processing Methods for Debiasing Neural Networks,,https://arxiv.org/abs/2006.08564v2,https://github.com/realityengines/post_hoc_debiasing,,,Papers With Code / arXiv,2006.08564
1.0,RESEARCH_PAPER,On the effect of normalization layers on Differentially Private training of deep Neural networks,,https://arxiv.org/abs/2006.10919v2,https://github.com/uds-lsv/SIDP,,,Papers With Code / arXiv,2006.10919
1.0,RESEARCH_PAPER,Toward the first quantum simulation with quantum speedup,,http://arxiv.org/abs/1711.10980v1,https://github.com/njross/simcount,,,Papers With Code / arXiv,1711.10980
1.0,RESEARCH_PAPER,PIC: Permutation Invariant Critic for Multi-Agent Deep Reinforcement Learning,,https://arxiv.org/abs/1911.00025v1,https://github.com/IouJenLiu/PIC,,,Papers With Code / arXiv,1911.00025
1.0,RESEARCH_PAPER,Validations and Corrections of the SFD and Planck Reddening Maps Based on LAMOST and Gaia Data,,https://arxiv.org/abs/2204.01521v3,https://github.com/qy-sunyang/extinction-maps-correction,,,Papers With Code / arXiv,2204.01521
1.0,RESEARCH_PAPER,ASSD: Attentive Single Shot Multibox Detector,,https://arxiv.org/abs/1909.12456v1,https://github.com/yijingru/ASSD-Pytorch,,,Papers With Code / arXiv,1909.12456
1.0,RESEARCH_PAPER,Dynamic Dual-Attentive Aggregation Learning for Visible-Infrared Person Re-Identification,,https://arxiv.org/abs/2007.09314v1,https://github.com/mangye16/DDAG,,,Papers With Code / arXiv,2007.09314
1.0,RESEARCH_PAPER,Playing Chess with Limited Look Ahead,,https://arxiv.org/abs/2007.02130v1,https://github.com/ArmanMaesumi/LimitedLookAheadChess,,,Papers With Code / arXiv,2007.02130
1.0,RESEARCH_PAPER,Additive Noise Annealing and Approximation Properties of Quantized Neural Networks,,https://arxiv.org/abs/1905.10452v1,https://github.com/spallanzanimatteo/QuantLab,,,Papers With Code / arXiv,1905.10452
1.0,RESEARCH_PAPER,Amortized Synthesis of Constrained Configurations Using a Differentiable Surrogate,,https://arxiv.org/abs/2106.09019v2,https://github.com/xingyuansun/amorsyn,,,Papers With Code / arXiv,2106.09019
1.0,RESEARCH_PAPER,Iterative Surrogate Model Optimization (ISMO): An active learning algorithm for PDE constrained optimization with deep neural networks,,https://arxiv.org/abs/2008.05730v1,https://github.com/kjetil-lye/iterative_surrogate_optimization,,,Papers With Code / arXiv,2008.05730
1.0,RESEARCH_PAPER,SpatialFlow: Bridging All Tasks for Panoptic Segmentation,,https://arxiv.org/abs/1910.08787v3,https://github.com/chensnathan/SpatialFlow,,,Papers With Code / arXiv,1910.08787
1.0,RESEARCH_PAPER,Constructing Narrative Event Evolutionary Graph for Script Event Prediction,,http://arxiv.org/abs/1805.05081v2,https://github.com/eecrazy/ConstructingNEEG_IJCAI_2018,,,Papers With Code / arXiv,1805.05081
1.0,RESEARCH_PAPER,Language ID in the Wild: Unexpected Challenges on the Path to a Thousand-Language Web Text Corpus,,https://arxiv.org/abs/2010.14571v2,https://github.com/google-research-datasets/TF-IDF-IIF-top100-wordlists,,,Papers With Code / arXiv,2010.14571
1.0,RESEARCH_PAPER,Identity-Aware Multi-Sentence Video Description,,https://arxiv.org/abs/2008.09791v1,https://github.com/jamespark3922/lsmdc-fillin,,,Papers With Code / arXiv,2008.09791
1.0,RESEARCH_PAPER,RevPHiSeg: A Memory-Efficient Neural Network for Uncertainty Quantification in Medical Image Segmentation,,https://arxiv.org/abs/2008.06999v2,https://github.com/gigantenbein/UNet-Zoo,,,Papers With Code / arXiv,2008.06999
1.0,RESEARCH_PAPER,Learning to Reason in Round-based Games: Multi-task Sequence Generation for Purchasing Decision Making in First-person Shooters,,https://arxiv.org/abs/2008.05131v1,https://github.com/derenlei/CS_Net,,,Papers With Code / arXiv,2008.05131
1.0,RESEARCH_PAPER,Unsupervised Learning of Particle Image Velocimetry,,https://arxiv.org/abs/2007.14487v1,https://github.com/erizmr/UnLiteFlowNet-PIV,,,Papers With Code / arXiv,2007.14487
1.0,RESEARCH_PAPER,Robust Ego and Object 6-DoF Motion Estimation and Tracking,,https://arxiv.org/abs/2007.13993v1,https://github.com/halajun/multimot_track,,,Papers With Code / arXiv,2007.13993
1.0,RESEARCH_PAPER,XingGAN for Person Image Generation,,https://arxiv.org/abs/2007.09278v1,https://github.com/Ha0Tang/XingGAN,,,Papers With Code / arXiv,2007.09278
1.0,RESEARCH_PAPER,Learning to Match Distributions for Domain Adaptation,,https://arxiv.org/abs/2007.10791v3,https://github.com/jindongwang/transferlearning,,,Papers With Code / arXiv,2007.10791
1.0,RESEARCH_PAPER,Shape Prior Deformation for Categorical 6D Object Pose and Size Estimation,,https://arxiv.org/abs/2007.08454v1,https://github.com/mentian/object-deformnet,,,Papers With Code / arXiv,2007.08454
1.0,RESEARCH_PAPER,Semi-Siamese Training for Shallow Face Learning,,https://arxiv.org/abs/2007.08398v1,https://github.com/dituu/Semi-Siamese-Training,,,Papers With Code / arXiv,2007.08398
1.0,RESEARCH_PAPER,Patch-wise Attack for Fooling Deep Neural Network,,https://arxiv.org/abs/2007.06765v3,https://github.com/qilong-zhang/Patch-wise-iterative-attack,,,Papers With Code / arXiv,2007.06765
1.0,RESEARCH_PAPER,Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering,,https://arxiv.org/abs/2004.11892v1,https://github.com/awslabs/unsupervised-qa,,,Papers With Code / arXiv,2004.11892
1.0,RESEARCH_PAPER,Certifying Joint Adversarial Robustness for Model Ensembles,,https://arxiv.org/abs/2004.10250v1,https://github.com/jonas-maj/ensemble-adversarial-robustness,,,Papers With Code / arXiv,2004.10250
1.0,RESEARCH_PAPER,LRTD: Long-Range Temporal Dependency based Active Learning for Surgical Workflow Recognition,,https://arxiv.org/abs/2004.09845v2,https://github.com/xmichelleshihx/AL-LRTD,,,Papers With Code / arXiv,2004.09845
1.0,RESEARCH_PAPER,SimAlign: High Quality Word Alignments without Parallel Training Data using Static and Contextualized Embeddings,,https://arxiv.org/abs/2004.08728v4,https://github.com/masoudjs/simalign,,,Papers With Code / arXiv,2004.08728
1.0,RESEARCH_PAPER,Geomstats: A Python Package for Riemannian Geometry in Machine Learning,,https://arxiv.org/abs/2004.04667v1,https://github.com/geomstats/geomstats,,,Papers With Code / arXiv,2004.04667
1.0,RESEARCH_PAPER,Self-Supervised Viewpoint Learning From Image Collections,,https://arxiv.org/abs/2004.01793v1,https://github.com/NVlabs/SSV,,,Papers With Code / arXiv,2004.01793
1.0,RESEARCH_PAPER,Disentangling and Unifying Graph Convolutions for Skeleton-Based Action Recognition,,https://arxiv.org/abs/2003.14111v2,https://github.com/kenziyuliu/ms-g3d,,,Papers With Code / arXiv,2003.14111
1.0,RESEARCH_PAPER,Real-Time Detection of Dictionary DGA Network Traffic using Deep Learning,,https://arxiv.org/abs/2003.12805v1,https://github.com/jinxmirror13/bilbo-bagging-hybrid,,,Papers With Code / arXiv,2003.12805
1.0,RESEARCH_PAPER,Strip Pooling: Rethinking Spatial Pooling for Scene Parsing,,https://arxiv.org/abs/2003.13328v1,https://github.com/Andrew-Qibin/SPNet,,,Papers With Code / arXiv,2003.13328
1.0,RESEARCH_PAPER,Masked Face Recognition Dataset and Application,,https://arxiv.org/abs/2003.09093v2,https://github.com/X-zhangyang/Real-World-Masked-Face-Dataset,,,Papers With Code / arXiv,2003.09093
1.0,RESEARCH_PAPER,COVID-19: The First Public Coronavirus Twitter Dataset,,https://arxiv.org/abs/2003.07372v1,https://github.com/echen102/COVID-19-TweetIDs,,,Papers With Code / arXiv,2003.07372
1.0,RESEARCH_PAPER,Relation-Aware Entity Alignment for Heterogeneous Knowledge Graphs,,https://arxiv.org/abs/1908.08210v1,https://github.com/StephanieWyt/RDGCN,,,Papers With Code / arXiv,1908.08210
1.0,RESEARCH_PAPER,PubLayNet: largest dataset ever for document layout analysis,,https://arxiv.org/abs/1908.07836v1,https://github.com/ibm-aur-nlp/PubLayNet,,,Papers With Code / arXiv,1908.07836
1.0,RESEARCH_PAPER,Prosodic Phrase Alignment for Machine Dubbing,,https://arxiv.org/abs/1908.07226v1,https://github.com/alpoktem/MachineDub,,,Papers With Code / arXiv,1908.07226
1.0,RESEARCH_PAPER,VideoNavQA: Bridging the Gap between Visual and Embodied Question Answering,,https://arxiv.org/abs/1908.04950v1,https://github.com/catalina17/VideoNavQA,,,Papers With Code / arXiv,1908.04950
1.0,RESEARCH_PAPER,Consensus Maximization Tree Search Revisited,,https://arxiv.org/abs/1908.02021v3,https://github.com/ZhipengCai/MaxConTreeSearch,,,Papers With Code / arXiv,1908.02021
1.0,RESEARCH_PAPER,BLEBeacon: A Real-Subject Trial Dataset from Mobile Bluetooth Low Energy Beacons,,https://arxiv.org/abs/1802.08782v2,https://github.com/dimisik/BLEBeacon-Dataset,,,Papers With Code / arXiv,1802.08782
1.0,RESEARCH_PAPER,Biological and Shortest-Path Routing Procedures for Transportation Network Design,,http://arxiv.org/abs/1803.03528v1,https://github.com/fqueyroi/tulip_plugins,,,Papers With Code / arXiv,1803.03528
1.0,RESEARCH_PAPER,Active Learning with Gaussian Processes for High Throughput Phenotyping,,http://arxiv.org/abs/1901.06803v1,https://github.com/sumitsk/algp,,,Papers With Code / arXiv,1901.06803
1.0,RESEARCH_PAPER,Domain Adaptation for sEMG-based Gesture Recognition with Recurrent Neural Networks,,https://arxiv.org/abs/1901.06958v2,https://github.com/ketyi/2SRNN,,,Papers With Code / arXiv,1901.06958
1.0,RESEARCH_PAPER,Image Super-Resolution Using Very Deep Residual Channel Attention Networks,,http://arxiv.org/abs/1807.02758v2,https://github.com/yulunzhang/RCAN,,,Papers With Code / arXiv,1807.02758
1.0,RESEARCH_PAPER,Steganalysis via a Convolutional Neural Network using Large Convolution Filters for Embedding Process with Same Stego Key,,http://arxiv.org/abs/1605.07946v3,https://github.com/rcouturier/steganalysis_with_deep_learning,,,Papers With Code / arXiv,1605.07946
1.0,RESEARCH_PAPER,Intraoperative margin assessment of human breast tissue in optical coherence tomography images using deep neural networks,,http://arxiv.org/abs/1703.10827v1,https://github.com/AmalRT/DNN_Reg,,,Papers With Code / arXiv,1703.10827
1.0,RESEARCH_PAPER,Stick-Breaking Variational Autoencoders,,http://arxiv.org/abs/1605.06197v3,https://github.com/enalisnick/stick-breaking_dgms,,,Papers With Code / arXiv,1605.06197
1.0,RESEARCH_PAPER,Generalization and Equilibrium in Generative Adversarial Nets (GANs),,http://arxiv.org/abs/1703.00573v5,https://github.com/PrincetonML/MIX-plus-GANs,,,Papers With Code / arXiv,1703.00573
1.0,RESEARCH_PAPER,How intelligent are convolutional neural networks?,,http://arxiv.org/abs/1709.06126v2,https://github.com/zhennany/synthetic,,,Papers With Code / arXiv,1709.06126
1.0,RESEARCH_PAPER,Learning a Rotation Invariant Detector with Rotatable Bounding Box,,http://arxiv.org/abs/1711.09405v1,https://github.com/liulei01/DRBox,,,Papers With Code / arXiv,1711.09405
1.0,RESEARCH_PAPER,TensorFlow Quantum: A Software Framework for Quantum Machine Learning,,https://arxiv.org/abs/2003.02989v2,https://github.com/tensorflow/quantum,,,Papers With Code / arXiv,2003.02989
1.0,RESEARCH_PAPER,Action Segmentation with Joint Self-Supervised Temporal Domain Adaptation,,https://arxiv.org/abs/2003.02824v3,https://github.com/cmhungsteve/SSTDA,,,Papers With Code / arXiv,2003.02824
1.0,RESEARCH_PAPER,Dancing to Music,,https://arxiv.org/abs/1911.02001v1,https://github.com/NVlabs/Dance2Music,,,Papers With Code / arXiv,1911.02001
1.0,RESEARCH_PAPER,Deep Reinforcement Learning Control of Quantum Cartpoles,,https://arxiv.org/abs/1910.09200v4,https://github.com/Z-T-WANG/DeepReinforcementLearningControlOfQuantumCartpoles,,,Papers With Code / arXiv,1910.09200
1.0,RESEARCH_PAPER,Nonlinear classifiers for ranking problems based on kernelized SVM,,https://arxiv.org/abs/2002.11436v2,https://github.com/VaclavMacha/ClassificationOnTop_new.jl,,,Papers With Code / arXiv,2002.11436
1.0,RESEARCH_PAPER,Weakly- and Semi-Supervised Panoptic Segmentation,,http://arxiv.org/abs/1808.03575v3,https://github.com/qizhuli/Weakly-Supervised-Panoptic-Segmentation,,,Papers With Code / arXiv,1808.03575
1.0,RESEARCH_PAPER,Multi-task self-supervised learning for Robust Speech Recognition,,https://arxiv.org/abs/2001.09239v2,https://github.com/santi-pdp/pase,,,Papers With Code / arXiv,2001.09239
1.0,RESEARCH_PAPER,A Model to Search for Synthesizable Molecules,,https://arxiv.org/abs/1906.05221v2,https://github.com/john-bradshaw/molecule-chef,,,Papers With Code / arXiv,1906.05221
1.0,RESEARCH_PAPER,Adversarial Policy Gradient for Deep Learning Image Augmentation,,https://arxiv.org/abs/1909.04108v1,https://github.com/victorychain/Adversarial-Policy-Gradient-Augmentation,,,Papers With Code / arXiv,1909.04108
1.0,RESEARCH_PAPER,Improved Regularization of Convolutional Neural Networks with Cutout,,http://arxiv.org/abs/1708.04552v2,https://github.com/uoguelph-mlrg/Cutout,,,Papers With Code / arXiv,1708.04552
1.0,RESEARCH_PAPER,Real-time Vision-based Depth Reconstruction with NVidia Jetson,,https://arxiv.org/abs/1907.07210v1,https://github.com/CnnDepth/tx2_fcnn_node,,,Papers With Code / arXiv,1907.07210
1.0,RESEARCH_PAPER,A Kernel Perspective for Regularizing Deep Neural Networks,,https://arxiv.org/abs/1810.00363v4,https://github.com/albietz/kernel_reg,,,Papers With Code / arXiv,1810.00363
1.0,RESEARCH_PAPER,Query-guided End-to-End Person Search,,https://arxiv.org/abs/1905.01203v1,https://github.com/munjalbharti/Query-guided-End-to-End-Person-Search,,,Papers With Code / arXiv,1905.01203
1.0,RESEARCH_PAPER,"SCRDet: Towards More Robust Detection for Small, Cluttered and Rotated Objects",,https://arxiv.org/abs/1811.07126v4,https://github.com/DetectionTeamUCAS/R2CNN-Plus-Plus_Tensorflow,,,Papers With Code / arXiv,1811.07126
1.0,RESEARCH_PAPER,Towards Query Efficient Black-box Attacks: An Input-free Perspective,,http://arxiv.org/abs/1809.02918v1,https://github.com/yalidu/input-free-attack,,,Papers With Code / arXiv,1809.02918
1.0,RESEARCH_PAPER,"Texar: A Modularized, Versatile, and Extensible Toolkit for Text Generation",,https://arxiv.org/abs/1809.00794v2,https://github.com/asyml/texar,,,Papers With Code / arXiv,1809.00794
1.0,RESEARCH_PAPER,Automatic Program Synthesis of Long Programs with a Learned Garbage Collector,,http://arxiv.org/abs/1809.04682v2,https://github.com/amitz25/PCCoder,,,Papers With Code / arXiv,1809.04682
